file,family,size_bytes,rows,columns,schema_id,null_cells,null_counts
data/raw/trade/202004/26710.parquet,raw/trade,24618,177,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202005/26110.parquet,raw/trade,19500,19,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202005/26140.parquet,raw/trade,21826,62,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202005/26170.parquet,raw/trade,21719,79,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202005/26200.parquet,raw/trade,23351,105,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202005/26230.parquet,raw/trade,35127,465,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202005/26260.parquet,raw/trade,34297,463,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202005/26290.parquet,raw/trade,30316,321,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202005/26320.parquet,raw/trade,30028,370,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202005/26350.parquet,raw/trade,38503,694,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202005/26380.parquet,raw/trade,32543,405,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202005/26410.parquet,raw/trade,28804,251,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202005/26440.parquet,raw/trade,22997,181,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202005/26470.parquet,raw/trade,28105,256,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202005/26500.parquet,raw/trade,27144,226,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202005/26530.parquet,raw/trade,25062,177,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202005/26710.parquet,raw/trade,25429,187,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202006/26110.parquet,raw/trade,20191,25,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202006/26140.parquet,raw/trade,23078,101,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202006/26170.parquet,raw/trade,23077,134,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202006/26200.parquet,raw/trade,23259,115,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202006/26230.parquet,raw/trade,44570,1093,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202006/26260.parquet,raw/trade,42371,910,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202006/26290.parquet,raw/trade,38438,817,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202006/26320.parquet,raw/trade,35410,722,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202006/26350.parquet,raw/trade,59197,1924,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202006/26380.parquet,raw/trade,35317,596,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202006/26410.parquet,raw/trade,31575,390,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202006/26440.parquet,raw/trade,26129,454,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202006/26470.parquet,raw/trade,34357,744,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202006/26500.parquet,raw/trade,34479,605,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202006/26530.parquet,raw/trade,27525,306,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202006/26710.parquet,raw/trade,25565,213,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202007/26110.parquet,raw/trade,19957,21,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202007/26140.parquet,raw/trade,22688,83,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
