file,family,size_bytes,rows,columns,schema_id,null_cells,null_counts
data/raw/trade/202007/26170.parquet,raw/trade,21508,77,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202007/26200.parquet,raw/trade,23915,131,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202007/26230.parquet,raw/trade,40223,737,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202007/26260.parquet,raw/trade,39485,684,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202007/26290.parquet,raw/trade,35408,542,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202007/26320.parquet,raw/trade,32162,499,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202007/26350.parquet,raw/trade,50125,1332,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202007/26380.parquet,raw/trade,34502,496,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202007/26410.parquet,raw/trade,32217,401,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202007/26440.parquet,raw/trade,24574,303,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202007/26470.parquet,raw/trade,32087,486,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202007/26500.parquet,raw/trade,31406,399,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202007/26530.parquet,raw/trade,26444,262,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202007/26710.parquet,raw/trade,25962,233,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202008/26110.parquet,raw/trade,19715,30,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202008/26140.parquet,raw/trade,22822,69,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202008/26170.parquet,raw/trade,21173,50,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202008/26200.parquet,raw/trade,23391,119,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202008/26230.parquet,raw/trade,33154,411,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202008/26260.parquet,raw/trade,35193,476,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202008/26290.parquet,raw/trade,31153,376,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202008/26320.parquet,raw/trade,28785,331,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202008/26350.parquet,raw/trade,41869,870,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202008/26380.parquet,raw/trade,31817,377,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202008/26410.parquet,raw/trade,29790,304,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202008/26440.parquet,raw/trade,23284,205,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202008/26470.parquet,raw/trade,29793,349,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202008/26500.parquet,raw/trade,28351,273,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202008/26530.parquet,raw/trade,25882,208,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202008/26710.parquet,raw/trade,25517,211,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202009/26110.parquet,raw/trade,19876,31,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202009/26140.parquet,raw/trade,22007,69,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202009/26170.parquet,raw/trade,22848,103,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202009/26200.parquet,raw/trade,24630,154,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202009/26230.parquet,raw/trade,37572,557,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
